,AGOP,MI score,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PI_XGBoost,PI_xRFM,PI_MLP
word_freq_you,0.0017535813,0.07598997594738455,-0.3365938848860252,0.35449901972353387,0.07272323272657757,-0.18770514653932943,-0.13232175424704615,-0.2245233549818759,-0.09968570378192237,0.23673499513182183,-0.23836149805117132,0.158458797244885,-0.011877089507663178,-0.10771529166934987,0.07102865561979195,-0.04060500613510767,0.11015829181916909,-0.04181816482152556,-0.2013236009325045,0.15165519699875915,-0.0782317098802678,0.1627491243343686,0.11918755880736061,-0.09976751204508562,-0.30486203295765385,-0.1045143381050574,-0.2234882921723409,0.09458112609176338,-0.057746763419395684,0.20538409598921803,0.07009546615404359,-0.05151382639649837,-0.057127393614330016,0.2546563262409977,-0.03353241106212723,-0.11153189379797414,-0.0845460194859856,-0.1709968922409985,0.09747683911450597,0.033578098974801074,-0.0829566753114357,-0.12448586836805367,0.07002174743241252,-0.005057837356711854,0.01664767421479036,-0.006841113831963709,0.011990336805466496,-0.002554324955955576,-0.0011259413832881867,-0.0019572699558795467,0.016490440908658942,-0.0037096882420195577,0.004020236638547408,0.00840045181402604,-0.001091148172512051,-0.005026110183577001,0.003707561961109022,-0.0013038121053828226,-1.204856020355991e-06,0.006073752711496727,0.0039045553145335976,-0.0026030368763557245
word_freq_credit,0.00034567103,0.048340484926594485,-0.07505546421545471,0.013614469099887925,0.04384127437651835,-0.0632757403740081,-0.05556751070257807,-0.11191749652271672,-0.015102744838643132,0.05341510643302853,-0.005920806693512802,0.04019143800242393,0.031065970025638313,-0.03610372259212486,0.0369036480373413,-0.033759812045454855,0.014071886917210535,-0.07243899321361336,0.017907157486938618,-0.008081677087955782,0.10630783798852762,-0.05710237475009831,0.08609317180930456,-0.05666204122739882,0.0023150345061878027,0.0052935172222835745,0.12317476810352573,0.015790243367319726,-0.06811426199435096,-0.03258082854351234,-0.07177372946122268,0.01900699249300402,-0.015323007210619181,-0.1586286228698326,0.01222245412832251,-0.2219866766834244,-0.10021603926634184,0.20385016084893437,0.06049890028282571,0.08218056394454232,-0.11190719737665082,-0.018560690566896527,0.09230833789100466,0.10858151825519467,0.20336607322698574,-0.258983124514001,0.011021030861979815,-0.012686498316282751,0.00620394276134923,0.049562041006577295,0.0038869969872120545,0.003869613590532129,2.58739658403241e-06,0.013552610663055485,0.0021933634523296037,0.0011849591616624356,0.000939931861452397,-0.0017601343592560043,-9.32788332951553e-07,0.0,0.000433839479392617,0.0004338394793926614
word_freq_your,0.0007569646,0.10586799129690383,-0.21442468964187872,0.04431781396939352,0.27070108644191565,-0.1682372836157547,-0.15631122068041514,-0.2127527382932094,-0.053187227049412165,0.13741838275556,-0.16027721190478403,0.08339081149547117,0.04665596315843105,-0.0281147196790165,-0.01715330546821386,-0.11052634023206215,0.11512158066840743,-0.035943585193392955,-0.09088617834176202,0.055192991288199225,0.10971236554039035,-0.010889489089900986,-0.0072275685467952265,-0.11893090514561788,-0.08887485591878978,-0.24892220205612278,0.09683644098087493,-0.05532749556689995,-0.2188348913378818,-0.038106957514658965,-0.10834977537000716,-0.12958437159207595,-0.14597744997719017,-0.19646500007403775,-0.0007921979831405722,-0.21853963278452604,0.18048052543829463,0.016244108871082484,-0.025255153547393872,-0.08138540284183046,0.2013747177403552,0.11823454665396738,-0.04979162288774442,-0.1049261268775309,-0.06073672152205513,0.02584217791462112,0.014753345881626499,-0.034950423972209814,-0.017677944542035636,-0.05593948857718556,-0.011707116535628417,0.024450078648735267,-0.01575483832274913,-0.022837734274635025,-0.015147119419910813,-0.0006589610537244661,-0.007792485050850263,0.00389437231744541,1.5332584716808843e-06,0.000867678958785234,-0.0039045553145336197,2.2204460492503132e-17
word_freq_font,0.0009090045,0.028391494145249663,-0.02989747840042869,-0.0399729299146944,-0.029522196829149652,0.07770789465454735,0.020494245954225263,-0.12134559645753625,0.058118925511929084,-0.2797457031893298,0.3786412595531996,-0.08127401895712356,1.04520144561039,-0.025402820156905127,0.12507527885690542,-0.07849578346392086,0.02625080610899177,0.028288612620604784,-0.15721970488363846,0.007055683547292948,-0.11843765302413081,0.03512150833258556,0.12191253500976905,-0.025498606022454764,-0.011970432485749333,-0.02246950664208293,-0.035602468549710505,0.043392232370473384,-0.0267907865797502,-0.02177141290203504,0.010194838108948315,0.014024418958614938,-0.03275522839078238,0.034783128202580706,0.04606905101582505,-0.00526138592001097,-0.009672128734416622,0.004633437636324771,-0.002643277748756352,-0.002382566705656562,0.022477077710027934,0.008329387183864051,-0.018482174289636964,-0.005562345488917609,0.012386415339227057,0.004117932952763661,-0.010573720515694711,0.01661427007685466,-0.013266377493888528,0.006460451454260117,-0.003542318512694454,-0.011341386942881924,0.011968178147549519,0.007007007760329506,-0.04131353184996599,-0.02301649518586403,0.005634769927585793,-0.000847054061908763,1.9977183377381624e-06,0.0,0.000867678958785234,0.0013015184381779178
word_freq_000,0.0002633785,0.09446247215829451,-0.31070931633059024,-0.02894841624013009,0.6906389326051456,-0.3931276924285845,0.2511161785313233,0.37624572808686163,0.07912169331836547,-0.09224030148090617,-0.2868388687527574,-0.2806107175849451,0.11133787124906729,-0.1544547275537019,-0.016707081998234223,0.33575572461989533,0.19072184833148556,-0.07695683126762867,-0.13907419747474464,0.1434839300657682,-0.20008134476819278,-0.21829877534074535,-0.24102589071613442,-0.15978688514189596,0.09776397526795513,-0.06608190275679506,-0.02225759344595083,-0.04542899945322354,-0.1105895339298809,0.10751341242847676,0.11419512373459108,0.038454632386387286,-0.08630571157910223,-0.08156576556422306,0.05109146219238746,0.15032643261734058,-0.04436370951774555,0.0031281188852962114,0.008743987451369256,0.002462986655362555,-0.02824581786173712,-0.010293032449063683,0.02208262519138567,-0.027501364397776416,0.048877213004150155,-0.049253601989490754,-0.041883910622135645,0.028046435213289877,0.015477465520140793,-0.049952174281083804,-0.012902777253742575,0.0008836208767894526,0.010865224937595404,0.003003753759737727,0.006474563490856307,0.0003939532685618712,-0.001602714398087514,-0.0014408462583105825,1.6082816424654847e-05,0.0,-0.000433839479392617,0.013449023861171394
word_freq_money,0.0008712683,0.11489121378217626,-0.5334662706424919,1.8169743114753971,-0.4084993841349838,-0.1347473881001476,0.14642057485050483,0.1437907166025639,0.0280618764641124,-0.03483429016460501,0.08429828901261481,-0.045726686435219405,0.003732355776382983,0.02064248782143763,0.03562377059624841,0.02869951407419637,-0.02599579019771666,0.03215836766309181,0.0487395554812604,-0.03562485858957853,0.0017481609492173197,-0.0326536987702581,0.005137978465159627,0.002936352646854201,0.06183941275086253,0.014602993530297653,0.03246097723785396,0.006440005330990891,0.004118790870780603,-0.04989123481050477,0.002411631700573141,0.015230716610735787,0.010727929180679238,-0.04751560688115826,0.007126786690382465,0.027586365856701964,0.014661418344706323,0.026755831763489328,-0.02312498880314958,-0.006415945943569786,0.022224601040422478,0.03107335528464917,-0.013982259995046823,-0.004170258251724203,-0.0017718350789502411,-0.003145956689019703,0.0015824490913848343,0.0003510709789521057,-0.0007841616143428154,-0.0006309417349659079,-0.002567537739165221,0.0026872942836117155,-0.0016255244475586923,-0.00015103447517005056,-0.0011504181338486896,0.001649913163851494,-0.0010266067209502591,0.000490458240639291,1.2375160844172496e-06,0.0026030368763557245,0.0013015184381778733,0.021258134490238632
word_freq_hp,0.0018958708,0.164176094860627,0.5997612484714802,0.07878058179444536,-0.0008929696878088858,0.060761401770744856,0.06690823678140183,0.2821325355744695,-0.20006773773009415,0.6352124768922732,0.4229564490967558,-0.4046338762104141,-0.005456473434004933,-0.24074217622934943,-0.032205832690439855,0.09782779550734313,-0.008728778016522455,-0.007972164964618703,-0.08520612648322368,0.06802043629870765,0.161941257623018,0.015983083497477134,0.07192078201273727,-0.06204621849430819,0.15109249370735592,-0.001572570475319051,0.008161912722401105,-0.020184275170770538,-0.09477143230325007,-0.04054232762845577,-0.09610476760591888,-0.10267481434964344,-0.1208209787766367,0.08746982716771314,-0.14865071643420133,-0.022286849362882315,-0.21058140834880404,-0.036864794419487014,-0.005989656039607583,-0.07646898938358851,0.08771576110358467,-0.0204392582269455,-0.036577475611364756,0.017908431312828925,-0.026958837219872078,-0.022857825860851003,-0.014295377857154177,0.004969752854810314,-0.0014568138448035532,0.0020394783307573724,0.004765229684702997,-0.005847500833266178,-0.002458023484290642,0.0002681330162919784,-0.002557388350225591,-0.0011070345363108323,-0.0006801719542850735,0.00030781767179527094,6.839075301942165e-07,0.03644251626898047,0.02472885032537959,0.028633405639913234
word_freq_hpl,0.00019839441,0.13343941858835073,0.5824386921040654,0.10040034399786897,0.056488545193938665,0.011168978752909729,0.1150779460755356,0.17618675770785558,-0.10861343911042935,0.3510108260784049,0.21319285721873707,-0.19027686125571416,0.0016261969982111647,-0.1078855354230524,-0.08027607827952152,-0.04621097021174223,0.023377474326093457,-0.10130249180728378,0.05962801769185107,0.003666772465043622,0.0732194138679524,0.08371466634751393,0.10243270720014845,-0.26467888323714617,-0.05547988213674664,0.05376274330794462,-0.1448500293445398,0.038136860948363334,0.055187356602365456,0.024942786554046196,0.041096974454052734,0.02866469731102959,0.06777756656249904,-0.08363933278671538,0.29666723487052704,0.008549605125401566,0.3138668045075866,-0.009919156827594786,-0.02264013978678318,0.12725031264895068,-0.07132787310713971,-0.01212529715649832,0.13480150450576894,-0.013931513772752525,0.046809646249374476,0.049256105209378745,0.025722405392430713,-0.005316421132613134,-0.009883904043106375,-0.007923237591606562,-0.02589312465887775,0.004905353144141173,-0.00518174566725015,-0.0032493528754034993,-0.004565247005267478,-0.0027315042915493997,-0.00017881538926223586,-0.00032400141423945885,2.4938889578661243e-06,0.0,0.001735357917570468,0.002603036876355791
word_freq_george,0.0053480733,0.1415496965116949,0.13202406934489597,-0.07351405094978528,-0.18345753510996193,0.16600798881245596,-0.027805732880249682,0.07188478701426672,0.09903133574444997,-0.6077732102415255,-0.09494856232477047,-0.4028148140683514,-0.3440989010486096,-0.31239163932515834,0.4000580903790576,-0.14559406601638786,0.07483829759328046,0.08146467160574276,-0.1294218165166477,-0.2757251519696687,0.10510335076902572,-0.06149169177790021,0.3084843203339286,-0.11654911522970351,0.09523684282909059,-0.08381497831358754,-0.07013412853094912,0.1414846584676762,-0.14231583233940814,-0.07305334385024491,0.05012654152123706,-0.01269180618627576,-0.08586407806680914,0.04473672319896593,0.0535615425012667,0.0006113858450628852,0.0009886520659837601,-0.04102397655014488,0.03144178900363607,0.006078589162936871,0.02235715079674345,-0.0014078515074410535,0.00032217252243513825,-0.009423741139837212,-0.007619970990184915,-0.014858920745427641,0.020368791677034453,-0.0042986208914370695,-0.0037612315612234404,-0.010685687045862566,0.005623829548744839,0.008787968418573672,-0.002778490823558819,0.0062784812790234856,-0.003640725514412064,0.0013907636166010612,-0.0008961552361288236,0.0016704826435592873,1.7136818338890823e-06,0.022125813449023847,0.0078091106290672395,0.01822125813449027
word_freq_650,6.7695575e-05,0.04710619735523247,0.6660797851486581,0.19403909245680878,0.19068920735459005,-0.09687480994379583,0.0752469487715137,-0.15416085059253318,0.05355085074089132,-0.09677684963745274,-0.07330006218441591,0.03206656226033762,-0.005737610565915113,0.06687404267215225,-0.4111534703259944,0.0001675212075275984,-0.3031109069349112,-0.18676168200245152,0.033991523046596535,-0.30727367945576317,-0.2928995799660148,-0.009566370621154771,0.2524026641286148,-0.16232682017604283,-0.004158858304887768,-0.11821184512007475,-0.015005895624346385,0.0741186753471385,-0.11273587797066795,0.17911261461181985,0.12658080990982654,0.03713646939922887,0.11632779531296691,-0.10460524434621675,-0.06847080365955034,-0.024669699284616122,-0.14203772113080435,-0.01713672107065695,-0.12202536057577032,-0.12156738847022605,0.0008060674541639034,0.04669874134329029,-0.020409242362796967,-0.011816167153416594,0.052170248071608874,0.0397143741817065,0.04128626545387418,-0.020818616735923216,0.025565273151313756,0.009578556378181401,-0.026956943398855026,-0.000843233823969181,-0.0023898113875307856,0.004552327740078264,0.0021750905494269794,0.0031577872715694007,-0.0025844164072685257,0.00029369104739630943,5.058545839107122e-07,0.0030368763557483635,0.0030368763557483635,0.003470715835141003
word_freq_lab,7.1469905e-05,0.03956548312962549,0.3822931919617385,0.12843117856340883,0.13323912312434036,-0.07151275306828002,-0.0972979202619646,-0.04353335894679285,0.019150096443321586,-0.04411258947515082,-0.04110497663512658,0.056415390707641976,0.005686591521812199,0.012656166826188232,0.05526308071113944,-0.023128230361934198,0.04532691946331058,0.057295864394221144,-0.026401004064799748,0.04758262862902582,0.029711314815532894,0.04611340710686521,-0.07125763155108918,0.010324803302967426,0.03383874579683884,0.006549894183245724,-0.00026494986711045787,0.0274070340131865,0.022602220260591444,-0.02392376138394199,0.020755816797054474,0.03197188823091302,-0.050350166997113525,-0.004707953446669222,0.011794886203616154,-0.03745122154142019,0.004437389788848578,0.028051641192339907,-0.034375337685894694,-0.05764317057519738,0.03865979239538281,-0.015684616264490477,0.03960471136982817,-0.06448915413536113,0.013169125709442687,0.006000541006315078,0.08986813192022661,0.21201589525901757,0.07371054207901932,0.05001119797385413,0.037224528177748226,0.02882304872679924,-0.02543743576980967,-0.029894130884863642,0.016779433170461003,0.04213224676787866,0.1464713267382487,-0.014922178567160965,-1.0284501918342866e-06,0.0,0.0,0.0008676789587853007
word_freq_labs,1.1626199e-05,0.0,0.562576228810424,0.1764305655024146,0.17432759692040056,-0.08648675481190343,-0.10563647329728851,-0.05373116147003823,0.026441529727714397,-0.042618683924078755,-0.011268754456438913,0.032031301227869145,0.008393959512989546,-0.021695750561850698,0.04839249694837169,0.013219696447470997,0.025138212255870318,0.06137922335697223,-0.018477704798412174,0.05532634755066303,0.08365887839618287,0.006231222030468354,-0.0973826455805849,0.030849086063733093,-0.02489598860409936,0.07391783901620076,-0.0014581096738745458,0.0140895916566111,0.12950334959353918,-0.02383231204137207,0.04649742121263802,0.042597226718359686,-0.057287090123466354,-0.014939114749359042,-0.03678489452659048,0.032469041085481154,-0.04238528969285664,-0.018497622277525102,0.2722239978718885,0.08780299473374216,0.0648449780079141,0.0678938323943869,-0.18243637863247608,-0.10072229821059639,0.24423653322285074,0.09476880958100524,0.15220039595859441,-0.060639106153475654,0.0099106530740648,-0.02971275832838325,-0.029583913982729616,0.006188711941988902,0.002326340224162714,0.02410649004283917,-0.00030739888608709553,0.00034985579793276423,-0.013448988603372318,-0.0021331059898354616,1.1697771247052447e-06,0.0,0.0,-0.0008676789587852562
word_freq_telnet,6.593202e-05,0.021788568552276733,0.572790942083409,0.19403046375232724,0.1972180554865668,-0.09831450674849128,-0.1308392910615031,-0.05791291370146998,0.03789016682088394,-0.08809752842050886,-0.038222364682571175,0.053431964859347036,0.01670275855343657,0.06975081493267701,0.12343116757754302,0.06165573682487136,0.06673660736548337,0.035936108891977715,0.010410228083759854,0.09566106245127727,0.07620404182780485,0.010256003595818953,-0.0024138688742121384,0.06751857645832988,0.028144774636990614,-0.0073637808877922645,0.017861307530212093,-0.050373428047315594,0.018787478612418133,0.007135892250798081,0.021547665876001227,-0.031244618241433646,-0.02704487678525113,0.0004925206663002438,-0.014966429143628826,0.019375225276957158,-0.007263011000922228,0.013968486418840131,-0.07332582649900611,0.04841685438894054,-0.009482749970734335,0.005974513047197809,0.08668032201356544,0.04967227614891109,-0.04691375310690904,0.021071930310990236,-0.05777414315221227,-0.16914196143826737,0.23858145141572487,-0.03703179449699899,0.09747997305544448,0.04846338398479243,0.002541365507373242,0.039912593176139786,-0.07396512931396934,-0.013621214602043085,0.021068664379638218,0.0027143365833200276,2.3792166450062203e-06,0.0,0.0,2.2204460492503132e-17
word_freq_857,8.183303e-06,0.06040593756552415,0.6525039324908989,0.23495531270310732,0.24326639613094495,-0.12657811331697646,-0.15150238116705744,-0.06904856633284358,0.04294678600653116,-0.0954417337605752,-0.05576207451579525,0.09235855613510706,0.01792431391559026,-0.012070011259154557,0.1164994734198922,0.0058619666233244855,0.05626522967627859,0.07304134116510483,-0.010398789208115029,0.06515790663140614,0.05055374612710116,-0.024130000655990632,-0.0484795748972784,0.0728145728646494,0.008663323072697824,-0.00958780612956896,-0.0008891817139500005,-0.00935246827650204,-0.024352685785377526,-0.012351642903010007,-0.0016512360351169017,0.0072103881263805205,-0.0158304736159477,0.039333893329349064,-0.0063865680656579665,-5.157457305112709e-05,0.014860670074934357,0.014575112395122146,-0.04498226385376927,-0.025544207477857926,-0.039922106877808075,-0.03243515257361886,0.014847777012729884,0.03735126016742032,-0.0022832674203022312,-0.00027008875002101923,-0.024904688915254655,0.037059271167623316,-0.0006301115729160756,0.04000216646634501,-0.05136739973631435,-0.017790965463438575,0.005629036332284406,-0.12774734237526875,0.005852509130133175,-0.014637422733588196,-0.054259150352291535,0.013911223156700236,-0.008765687292984551,0.0,0.0,-0.0008676789587852562
word_freq_data,0.00019059573,0.015660328174978533,0.003421242628816976,-0.04386596092915764,-0.04846984270368801,0.027401235617876208,-0.0012646375312152004,-0.017670765340721196,-0.001739575161185001,-0.0035553574643338716,0.05462197945240866,-0.05683978078735162,-0.031674191856805825,0.3930626364220555,0.09313357320651329,0.27011441072097425,-0.04536721452497977,0.009228316306560394,0.021735652063549122,-0.0093861121940729,0.04297198329625993,-0.07000819739176542,-0.09465189048715664,0.07028285204465391,-0.11268707922304867,0.31781625887602216,-0.1563721012274099,0.460988697148921,-0.32598804839127027,0.10869057224743066,-0.17079480986864617,-0.1320212543016779,-0.045494864537337414,-0.03605103662820736,0.02305301821531315,0.013640777760565428,0.024419354835893352,0.016228352536378353,-0.06612698447824074,0.021330868924343428,0.007471120351706134,0.03109204971153826,-0.05170263625238366,-0.00653641407005194,0.04525561854909789,0.01916327556291223,-0.017452179073185053,0.004051044622222243,0.003896036090774035,0.004447406383313686,0.006941039102032619,0.005164839195146014,0.003366764763081868,0.0014458062119598566,-0.0020873622201965135,-0.000659006456337766,0.0014206925174049673,-0.001990099359688446,5.084013619388243e-06,0.001301518438177851,-0.001735357917570468,0.0013015184381778954
word_freq_415,4.0091595e-06,0.012951886116002509,0.6507478967407534,0.2341022203604325,0.24243763441918795,-0.1260688253167604,-0.1510135987830702,-0.06831894458329148,0.04265034174919901,-0.09537481851283061,-0.05582747770834398,0.09274225518086823,0.01821659531848274,-0.011762183751206167,0.11603083843796824,0.005374385106732412,0.05634983544766709,0.0725257221584191,-0.009946528779130014,0.06471783684729407,0.05070101533471826,-0.0250400713858399,-0.04905672907434189,0.07218968745820811,0.008813261152952556,-0.00874628294396373,-0.00043498580010610917,-0.009620154028943423,-0.0247667391144126,-0.012821846204707624,-0.00012673021152483695,0.005909510239868486,-0.015129502102804521,0.0396552262818994,-0.007339577935901263,-0.0003244739304942052,0.015368102954141335,0.014539619072833845,-0.04470481320356517,-0.025178751793916522,-0.03989071552609957,-0.03372471931349574,0.014409808796881153,0.037452804973153286,-0.0038000204781249935,-0.0006919721337053954,-0.022620472900741186,0.03569369957874171,-0.0008555466369932257,0.04207057521098296,-0.0513858222639069,-0.017687671711457447,0.004094570483705525,-0.12824528997227835,0.005685475575351478,-0.01546492523988661,-0.054075792113878265,0.013077637753448635,0.00876596133828481,0.0,0.0,0.0
word_freq_85,0.00010832173,0.02529088653738576,0.53487712782391,0.1614895490063469,0.1664678450615539,-0.08386915838660519,0.05717919480277731,-0.11095486449496186,0.049286565635588975,-0.006721149926485641,-0.014517989685464501,0.005796220133132578,0.002211569875289193,-0.01450184267541771,-0.016386908693106987,0.003912647277826412,-0.05640602262085695,0.03580370842310635,-0.013349326519217056,-0.0038554298337573727,0.04131358051485215,0.03326923834742061,-0.011335813503955258,-0.027849479865979444,-0.06627722874554605,0.0729865538570036,-0.0655978953139396,0.055622686060512225,0.05577766262189107,0.10545012589210342,0.10480423963785575,0.024682267964162185,0.08043859087998316,-0.1573807581813455,0.08304851951209907,-0.0385552742122264,-0.029135592978057227,-0.06378644018202467,0.25247379161177125,0.07639329306962278,0.014895401727327525,0.11406758270093188,-0.16415313570241855,0.07109631785057981,-0.23837695925250277,-0.13854012770631194,-0.11619666150099284,0.05579051095645211,-0.026599428297890648,0.005175506879092633,0.048414350213746994,0.006345599701988476,0.004300158482899419,0.015227557461683704,-0.0008668516979329133,0.005455112084867523,0.00571417665888519,-0.0007850785831476317,4.2050591033459335e-06,0.0,0.0,0.0013015184381779178
word_freq_technology,6.508572e-05,0.03841259801125596,0.5822005956931162,0.19232759110847295,0.21794928641605582,-0.11799989229213771,-0.12049388452016283,-0.06958107064132073,0.040155212930415275,-0.08687640194191992,-0.03750418102318966,0.06328928234908804,0.011886118383553667,0.000793405598772698,0.032007568105072756,0.008289345112887385,0.006525606406073531,0.023189511740661157,-0.005182497341244503,0.03144814750686475,0.03100867020631819,-0.007612662693462704,-0.05069297388152042,0.027724547651009245,-0.021379751307495386,-0.0017857827612503593,0.001686716306829833,-0.03410673027274482,-0.008332939266151322,-0.03834570863552868,-0.021943638045987666,-0.02313356504318888,0.03492802788255567,0.04190443792850959,-0.03067826506165016,0.07222832253575107,-0.00495922991272962,0.0509799613745424,-0.11943250155796482,-0.01733132878819091,-0.03375709108958246,-0.015819331751154873,0.05720976235779641,-0.028459435279095606,0.025806555549147223,-0.029097322380430786,0.045162484986114,-0.0170289783352915,-0.23066697442531986,-0.09293713737500424,0.21190002322402526,0.01894022623774961,0.011121496475148679,0.028434604240088552,-0.009678706729235492,0.0075396357549664126,-0.0010767337281843727,0.0021827351198323687,1.1591961486762691e-05,0.0,0.0,-0.0034707158351409808
word_freq_1999,0.00055822,0.010045249294519332,0.17892985104375744,-0.0416229249063397,-0.10656724553429701,0.14660704800828034,0.14942378180393945,0.3518658497369141,-0.1643668219494511,0.12180008428883327,-0.03600652679891788,0.29024548788478777,0.04554789866290888,0.10445086098880708,0.20252505559330222,-0.16905422326704672,0.1968153270081472,0.00750765841037101,0.2006902338700076,-0.13428085672808623,-0.12076597692692444,-0.19785109158656478,-0.07851054829561983,-0.16462750653168728,-0.11879044167213654,0.18375217789318188,0.08592073327588333,-0.07718551393684606,-0.13178206045593877,-0.13441491261142388,0.3869072212959483,-0.12457548795486562,0.034098122601180614,0.1045583678108366,0.04009703110731942,-0.1434955718214359,-0.012228991304192423,0.0070852289057111864,-0.07195938977106192,-0.019840668570705707,0.059801090867169865,-0.07211278780805679,-0.12231991536204656,0.02337882257365153,0.030473359024907137,-0.009204062545908526,-0.026331915263647206,-0.009588883049479151,-8.383645333567365e-05,-0.008731033259463868,0.011103268212065103,0.0024394035388343883,0.009547059603341065,0.0018870641615819515,-0.0025868309325516653,-0.004143656439392061,0.007298559688388211,-0.0013716897656737136,-2.170614192657965e-05,0.0034707158351409808,0.0021691973969631293,-0.001735357917570468
